year	category	procedure	county	hospital	address	discharge_count	median_length_in_days	median_charge_per_stay
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE	4101 TORRANCE BOULEVARD, TORRANCE, 90503	11	1.0	26662
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	PROVIDENCE SAINT JOSEPH MEDICAL CENTER	501 SO. BUENA VISTA, BURBANK, 91505-4866	12	1.0	35464
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	RONALD REAGAN UCLA MEDICAL CENTER	757 WESTWOOD PLAZA, LOS ANGELES, 90095	6	1.0	24296
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	SAN GABRIEL VALLEY MEDICAL CENTER	438 W. LAS TUNAS DRIVE, SAN GABRIEL, 91776	3	1.0	44294
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL	1250 16TH STREET, SANTA MONICA, 90404	1	2.0	30981
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	SHRINERS HOSPITAL FOR  CHILDREN - L.A.	3160 GENEVA STREET, LOS ANGELES, 90020-1199	1	1.0	0
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	ST. FRANCIS MEDICAL CENTER	3630 IMPERIAL HIGHWAY, LYNWOOD, 90262	7	2.0	31852
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	ST. JOHN'S HEALTH CENTER	2121 Santa Monica Blvd, SANTA MONICA, 90404	7	1.0	20172
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	ST. MARY MEDICAL CENTER	1050 LINDEN AVENUE, BOX 887, LONG BEACH, 90801	4	1.5	33000
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	ST. VINCENT MEDICAL CENTER	2131 WEST 3RD STREET, LOS ANGELES, 90057	1	1.0	31307
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	TEMPLE COMMUNITY HOSPITAL	235 NORTH HOOVER STREET, LOS ANGELES, 90004	6	3.5	30790
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	TORRANCE MEMORIAL MEDICAL CENTER	3330 WEST LOMITA BOULEVARD, TORRANCE, 90505-5073	14	1.0	19696
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	USC UNIVERSITY HOSPITAL	1500 SAN PABLO STREET, LOS ANGELES, 90033	5	3.0	80798
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	VALLEY PRESBYTERIAN HOSPITAL	15107 VAN OWEN STREET, VAN NUYS, 91405	2	1.0	25910
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	VERDUGO HILLS HOSPITAL	1812 VERDUGO BOULEVARD, GLENDALE, 91208	9	1.0	22112
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	WEST HILLS HOSPITAL AND MEDICAL CENTER	7300 MEDICAL CENTER DRIVE, CANOGA PARK, 91307	4	1.0	44610
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	WHITE MEMORIAL MEDICAL CENTER	1720 CESAR E. CHAVEZ AVENUE, LOS ANGELES, 90033	3	1.0	23807
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Los Angeles	WHITTIER HOSPITAL MEDICAL CENTER	9080 COLIMA ROAD, WHITTIER, 90605	1	1.0	35038
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Madera	MADERA COMMUNITY HOSPITAL	1250 EAST ALMOND AVENUE, MADERA, 93637	2	1.0	8954
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Marin	KAISER FND HOSP - SAN RAFAEL	99 MONTECILLO ROAD, SAN RAFAEL, 94903	1	1.0	0
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Marin	NOVATO COMMUNITY HOSPITAL	180 ROLAND WAY, NOVATO, 94945	1	1.0	39503
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Mendocino	UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE	275 HOSPITAL DRIVE, UKIAH, 95482	5	1.0	20166
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Mono	MAMMOTH HOSPITAL	85 SIERRA PARK ROAD, MAMMOTH LAKES, 93546	3	1.0	32226
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Monterey	GEORGE L MEE MEMORIAL HOSPITAL	300 CANAL STREET, KING CITY, 93930	3	1.0	21573
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Monterey	SALINAS VALLEY MEMORIAL HOSPITAL	450 EAST ROMIE LANE, SALINAS, 93901	20	1.0	21429
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Napa	QUEEN OF THE VALLEY HOSPITAL - NAPA	1000 TRANCAS STREET, NAPA, 94558	2	1.0	41788
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Napa	ST. HELENA HOSPITAL	10 WOODLAND RD., ST. HELENA, 94574	4	1.0	70483
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Nevada	SIERRA NEVADA MEMORIAL HOSPITAL	155 GLASSON WAY, GRASS VALLEY, 95945	1	1.0	21448
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Orange	AHMC ANAHEIM REGIONAL MEDICAL CENTER	1111 WEST LA PALMA AVENUE, ANAHEIM, 92801	4	1.0	24358
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Orange	FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID	17100 EUCLID STREET, FOUNTAIN VALLEY, 92708	12	2.0	31742
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Orange	GARDEN GROVE HOSPITAL AND MEDICAL CENTER	12601 GARDEN GROVE BLVD., GARDEN GROVE, 92643-1959	1	1.0	17301
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Orange	HOAG MEMORIAL HOSPITAL PRESBYTERIAN	ONE HOAG DRIVE, NEWPORT BEACH, 92663	7	1.0	17415
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Orange	KAISER FND HOSP - ANAHEIM	441 LAKEVIEW AVENUE, ANAHEIM, 92807	21	1.0	0
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Orange	LOS ALAMITOS MEDICAL CENTER	3751 KATELLA AVENUE, LOS ALAMITOS, 90720	3	1.0	40715
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Orange	MISSION HOSPITAL LAGUNA BEACH	31872 COAST HIGHWAY, LAGUNA BEACH, 92677	10	2.0	48141
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Orange	MISSION HOSPITAL REGIONAL MEDICAL CENTER	27700 MEDICAL CENTER ROAD, MISSION VIEJO, 92691	3	1.0	20588
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Orange	ORANGE COAST MEMORIAL MEDICAL CENTER	9920 TALBERT AVENUE, FOUNTAIN VALLEY, 92708	12	1.0	29584
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Orange	PLACENTIA LINDA HOSPITAL	1301 NORTH ROSE DRIVE, PLACENTIA, 92670	4	1.0	19654
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Orange	SADDLEBACK MEMORIAL MEDICAL CENTER	24451 HEALTH CENTER DRIVE, LAGUNA HILLS, 92653	7	2.0	28066
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Orange	ST. JOSEPH HOSPITAL - ORANGE	1100 WEST STEWART DRIVE, ORANGE, 92868	11	1.0	32908
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Orange	ST. JUDE MEDICAL CENTER	101 EAST VALENCIA MESA DRIVE, FULLERTON, 92835	37	1.0	19167
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Orange	UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER	101 CITY DRIVE SOUTH, ORANGE, 92668	1	1.0	61013
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Orange	WESTERN MEDICAL CENTER - SANTA ANA	1001 NORTH TUSTIN AVENUE, SANTA ANA, 92705	1	3.0	44292
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Placer	SUTTER AUBURN FAITH HOSPITAL	11815 EDUCATION STREET, AUBURN, 95602	2	1.0	22558
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Riverside	CORONA REGIONAL MEDICAL CENTER-MAIN	800 SOUTH MAIN STREET, CORONA, 92882	3	2.0	46018
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Riverside	DESERT REGIONAL MEDICAL CENTER	1150 NORTH INDIAN CANYON DRIVE, PALM SPRINGS, 92262	1	1.0	32153
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Riverside	EISENHOWER MEDICAL CENTER	39-000 BOB HOPE DRIVE, RANCHO MIRAGE, 92270	14	1.0	24021
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Riverside	HEMET VALLEY MEDICAL CENTER	1117 EAST DEVONSHIRE, HEMET, 92543	7	1.0	48820
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Riverside	JOHN F KENNEDY MEMORIAL HOSPITAL	47-111 MONROE STREET, INDIO, 92201	1	1.0	36525
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Riverside	KAISER FND HOSP - RIVERSIDE	10800 MAGNOLIA AVENUE, RIVERSIDE, 92505	10	1.0	0
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Riverside	KAISER FND HOSPITAL - MORENO VALLEY	27300 IRIS AVENUE, MORENO VALLEY, 92555	2	1.5	0
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Riverside	RIVERSIDE COMMUNITY HOSPITAL	4445 MAGNOLIA AVENUE, RIVERSIDE, 92501	13	1.0	24330
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Riverside	RIVERSIDE COUNTY REGIONAL MEDICAL CENTER	26520 CACTUS AVENUE, MORENO VALLEY, 92555	3	1.0	25013
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Riverside	SOUTHWEST HEALTHCARE SYSTEM-MURRIETA	25500 MEDICAL CENTER DRIVE, MURRIETA, 92562	2	1.0	16964
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Sacramento	KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE	2025 MORSE AVENUE, SACRAMENTO, 95825	4	2.5	0
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Sacramento	KAISER FND HOSP - SOUTH SACRAMENTO	6600 BRUCEVILLE ROAD, SACRAMENTO, 95823	1	1.0	0
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Sacramento	MERCY GENERAL HOSPITAL	4001 J STREET, SACRAMENTO, 95819	4	1.0	35588
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Sacramento	MERCY HOSPITAL - FOLSOM	1650 CREEKSIDE DRIVE, FOLSOM, 95630	6	1.0	37555
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Sacramento	MERCY SAN JUAN HOSPITAL	6501 COYLE AVENUE, CARMICHAEL, 95608	4	1.0	48954
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Sacramento	METHODIST HOSPITAL OF SACRAMENTO	7500 HOSPITAL DRIVE, SACRAMENTO, 95823	5	1.0	16616
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Sacramento	SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.	2425 STOCKTON BLVD, SACRAMENTO, 95817	1	1.0	0
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Sacramento	SUTTER MEMORIAL HOSPITAL	5151 F STREET, SACRAMENTO, 95819	4	1.0	52601
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Sacramento	UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER	2315 STOCKTON BOULEVARD, SACRAMENTO, 95817	3	1.0	63197
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Benito	HAZEL HAWKINS MEMORIAL HOSPITAL	911 SUNSET DRIVE, HOLLISTER, 95023	1	1.0	17158
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Bernardino	ARROWHEAD REGIONAL MEDICAL CENTER	400 N. PEPPER AVENUE, COLTON, 92324-1816	1	1.0	18227
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Bernardino	KAISER FND HOSP - FONTANA	9961 SIERRA AVENUE, FONTANA, 92335	4	2.0	0
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Bernardino	LOMA LINDA UNIVERSITY MEDICAL CENTER	11234 ANDERSON STREET, LOMA LINDA, 92354	23	1.0	41378
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Bernardino	REDLANDS COMMUNITY HOSPITAL	350 TERRACINA BOULEVARD, REDLANDS, 92373	11	1.0	13743
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Bernardino	SAN ANTONIO COMMUNITY HOSPITAL	999 SAN BERNARDINO ROAD, UPLAND, 91786	13	1.0	22374
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Bernardino	ST. BERNARDINE MEDICAL CENTER	2101 NORTH WATERMAN AVENUE, SAN BERNARDINO, 92404	45	1.0	23798
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Bernardino	ST. MARY REGIONAL MEDICAL CENTER	18300 HIGHWAY 18, APPLE VALLEY, 92307	11	2.0	27343
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Bernardino	VICTOR VALLEY COMMUNITY HOSPITAL	15248 ELEVENTH STREET, VICTORVILLE, 92392	2	1.0	15622
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Diego	ALVARADO HOSPITAL	6655 ALVARADO ROAD, SAN DIEGO, 92120-5298	1	1.0	32572
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Diego	GROSSMONT HOSPITAL	5555 GROSSMONT CENTER DRIVE, LA MESA, 91942	1	2.0	37862
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Diego	KAISER FND HOSP - SAN DIEGO	4647 ZION AVENUE, SAN DIEGO, 92120	29	1.0	0
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Diego	PALOMAR MEDICAL CENTER	555 E. VALLEY PARKWAY, ESCONDIDO, 92025	8	1.0	17020
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Diego	POMERADO HOSPITAL	15615 POMERADO ROAD, POWAY, 92064	2	3.0	44168
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Diego	SCRIPPS GREEN HOSPITAL	10666 NORTH TORREY PINES ROAD, LA JOLLA, 92037	28	1.0	18956
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Diego	SCRIPPS MEMORIAL HOSPITAL - ENCINITAS	354 SANTA FE DRIVE, ENCINITAS, 92024	2	1.0	24564
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Diego	SCRIPPS MERCY HOSPITAL	4077 FIFTH AVENUE, SAN DIEGO, 92103-2180	8	1.5	37882
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Diego	SHARP CHULA VISTA MEDICAL CENTER	751 MEDICAL CENTER COURT, CHULA VISTA, 91911	6	1.0	29330
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Diego	SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS	3003 HEALTH CENTER DRIVE, SAN DIEGO, 92123	4	1.0	21444
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Diego	SHARP MEMORIAL HOSPITAL	7901 FROST STREET, SAN DIEGO, 92123	23	1.0	22015
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Diego	TRI-CITY MEDICAL CENTER	4002 VISTA WAY, OCEANSIDE, 92056	13	1.0	34220
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Diego	UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER	200 WEST ARBOR DRIVE, SAN DIEGO, 92103	6	1.0	19778
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Francisco	CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS	2333 BUCHANAN STREET, SAN FRANCISCO, 94115	3	1.0	49662
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Francisco	CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS	3555 CESAR CHAVEZ STREET, SAN FRANCISCO, 94110	1	1.0	30902
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Francisco	CHINESE HOSPITAL	845 JACKSON STREET, SAN FRANCISCO, 94133	1	1.0	14511
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Francisco	KAISER FND HOSP - SAN FRANCISCO	2425 GEARY BOULEVARD, SAN FRANCISCO, 94115	2	1.0	0
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Francisco	SAN FRANCISCO GENERAL HOSPITAL	1001 POTRERO AVENUE, SAN FRANCISCO, 94110	3	1.0	36865
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Francisco	ST. MARY'S MEDICAL CENTER, SAN FRANCISCO	450 STANYAN STREET, SAN FRANCISCO, 94117	1	3.0	61871
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Francisco	UCSF MEDICAL CENTER	505 PARNASSUS AVENUE, SAN FRANCISCO, 94122	2	1.5	29615
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Joaquin	DAMERON HOSPITAL	525 WEST ACACIA, STOCKTON, 95203	15	1.0	48059
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Joaquin	DOCTORS HOSPITAL OF MANTECA	1205 EAST NORTH STREET, MANTECA, 95336	4	1.0	63076
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Joaquin	KAISER FND HOSP-MANTECA	1777 WEST YOSEMITE AVENUE, MANTECA, 95336	3	1.0	0
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Joaquin	LODI MEMORIAL HOSPITAL	975 SOUTH FAIRMONT AVENUE, LODI, 95240-5179	35	1.0	33466
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Joaquin	ST. JOSEPH'S MEDICAL CENTER OF STOCKTON	1800 NORTH CALIFORNIA STREET, STOCKTON, 95204	7	1.0	11672
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Joaquin	SUTTER TRACY COMMUNITY HOSPITAL	1420 NORTH TRACY BOULEVARD, TRACY, 95376	1	2.0	42912
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Luis Obispo	ARROYO GRANDE COMMUNITY HOSPITAL	345 SOUTH HALCYON ROAD, ARROYO GRANDE, 93420	5	1.0	28597
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Luis Obispo	FRENCH HOSPITAL MEDICAL CENTER	1911 JOHNSON AVENUE, SAN LUIS OBISPO, 93401	1	1.0	36741
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Luis Obispo	TWIN CITIES COMMUNITY HOSPITAL	1100 LAS TABLAS ROAD, TEMPLETON, 93465	1	3.0	54542
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Mateo	MENLO PARK SURGICAL HOSPITAL	570 WILLOW ROAD, MENLO PARK, 94025	8	1.0	19720
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Mateo	MILLS-PENINSULA MEDICAL CENTER	1501 TROUSDALE DRIVE, BURLINGAME, 94010	1	2.0	38464
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Mateo	SAN MATEO MEDICAL CENTER	222 WEST 39TH AVENUE, SAN MATEO, 94403	2	1.0	22331
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Mateo	SEQUOIA HOSPITAL	170 ALAMEDA DE LAS PULGAS, REDWOOD CITY, 94062	3	1.0	52519
2009	Urinary Procedures	Repair Urinary Stress Incontinence	San Mateo	SETON MEDICAL CENTER	1900 SULLIVAN AVENUE, DALY CITY, 94015	2	1.0	18246
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Santa Barbara	MARIAN MEDICAL CENTER	1400 EAST CHURCH STREET, SANTA MARIA, 93454	4	2.5	35510
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Santa Barbara	SANTA BARBARA COTTAGE HOSPITAL	320 WEST PUEBLO STREET, SANTA BARBARA, 93105	9	1.0	20831
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Santa Clara	EL CAMINO HOSPITAL	2500 GRANT ROAD, MOUNTAIN VIEW, 94040	2	1.0	30336
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Santa Clara	EL CAMINO HOSPITAL LOS GATOS	815 POLLARD ROAD, LOS GATOS, 95032	1	1.0	28421
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Santa Clara	GOOD SAMARITAN HOSPITAL-SAN JOSE	2425 SAMARITAN DRIVE, SAN JOSE, 95124	14	1.0	34007
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Santa Clara	KAISER FND HOSP - SAN JOSE	250 HOSPITAL PARKWAY, SAN JOSE, 95119	5	1.0	0
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Santa Clara	KAISER FND HOSP - SANTA CLARA	700 LAWRENCE EXPRESSWAY, SANTA CLARA, 95051	7	1.0	0
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Santa Clara	LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD	725 WELCH ROAD, PALO ALTO, 94304	1	2.0	48664
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Santa Clara	O'CONNOR HOSPITAL - SAN JOSE	2105 FOREST AVENUE, SAN JOSE, 95128	2	2.0	31460
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Santa Clara	REGIONAL MEDICAL OF SAN JOSE	225 NORTH JACKSON AVENUE, SAN JOSE, 95116	1	1.0	37450
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Santa Clara	SANTA CLARA VALLEY MEDICAL CENTER	751 SOUTH BASCOM AVENUE, SAN JOSE, 95128-2699	8	1.0	24009
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Santa Clara	STANFORD HOSPITAL	300 PASTEUR DRIVE, PALO ALTO, 94305	17	1.0	40437
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Santa Cruz	DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL	1555 SOQUEL DRIVE, SANTA CRUZ, 95065	4	1.0	58074
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Santa Cruz	SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ	2900 CHANTICLEER AVENUE, SANTA CRUZ, 95065	15	1.0	26780
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Santa Cruz	WATSONVILLE COMMUNITY HOSPITAL	75 NIELSON STREET, WATSONVILLE, 95076	2	1.0	68293
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Shasta	MERCY MEDICAL CENTER - REDDING	2175 ROSALINE AVENUE, REDDING, 96001	15	1.0	30784
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Siskiyou	FAIRCHILD MEDICAL CENTER	444 BRUCE STREET, YREKA, 96097	1	2.0	24861
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Solano	KAISER FND HOSP - REHABILITATION CENTER VALLEJO	975 SERENO DRIVE, VALLEJO, 94590	2	1.5	0
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Solano	NORTH BAY VACAVALLEY HOSPITAL	1000 NUT TREE ROAD, VACAVILLE, 95687	2	1.0	51425
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Sonoma	SONOMA VALLEY HOSPITAL	347 ANDRIEUX STREET, SONOMA, 95476	1	1.0	19560
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Sonoma	SUTTER MEDICAL CENTER OF SANTA ROSA	3325 CHANATE ROAD, SANTA ROSA, 95404	5	2.0	29499
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Stanislaus	DOCTORS MEDICAL CENTER	1441 FLORIDA AVENUE, MODESTO, 95350	12	1.0	44294
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Stanislaus	EMANUEL MEDICAL CENTER, INC	825 DELBON AVENUE, TURLOCK, 95380	2	1.0	32121
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Stanislaus	MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO	1700 COFFEE ROAD, MODESTO, 95355	7	1.0	37692
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Stanislaus	STANISLAUS SURGICAL HOSPITAL	1421 OAKDALE ROAD, MODESTO, 95355	26	1.0	46094
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Sutter	SUTTER SURGICAL HOSPITAL-NORTH VALLEY	455 PLUMAS BOULEVARD, YUBA CITY, 95993	2	1.0	14282
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Tulare	KAWEAH DELTA MEDICAL CENTER	400 WEST MINERAL KING, VISALIA, 93291	3	2.0	32615
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Tulare	SIERRA VIEW DISTRICT HOSPITAL	465 WEST PUTNAM AVENUE, PORTERVILLE, 93257	3	1.0	25750
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Tuolumne	SONORA REGIONAL MEDICAL CENTER - GREENLEY	1000 Greenley Road, Sonora, 95370	1	1.0	30184
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Ventura	COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA	147 N. BRENT STREET, VENTURA, 93003	8	1.0	42478
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Ventura	LOS ROBLES HOSPITAL & MEDICAL CENTER	215 WEST JANSS ROAD, THOUSAND OAKS, 91360	12	2.0	31930
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Ventura	SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE	2975 NORTH SYCAMORE DRIVE, SIMI VALLEY, 93065	2	2.5	40442
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Ventura	ST. JOHN'S PLEASANT VALLEY HOSPITAL	2309 ANTONIO AVENUE, CAMARILLO, 93010	1	1.0	23778
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Ventura	ST. JOHN'S REGIONAL MEDICAL CENTER	1600 NORTH ROSE AVENUE, OXNARD, 93030	12	1.0	28158
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Ventura	THOUSAND OAKS SURGICAL HOSPITAL	401 ROLLING OAKS DRIVE, THOUSAND OAKS, 91361	11	1.0	41350
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Yolo	SUTTER DAVIS HOSPITAL	2000 SUTTER PLACE, DAVIS, 95616	5	2.0	30962
2009	Urinary Procedures	Repair Urinary Stress Incontinence	Yolo	WOODLAND MEMORIAL HOSPITAL	1325 COTTONWOOD STREET, WOODLAND, 95695	1	1.0	19376
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Alameda	ALAMEDA CO MED CTR - HIGHLAND CAMPUS	1411 EAST 31ST STREET, OAKLAND, 94602	16	4.0	55284
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Alameda	ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS	2450 ASHBY STREET, BERKELEY, 94705	6	4.5	94023
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Alameda	ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE	350 HAWTHORNE AVENUE, OAKLAND, 94609	13	2.0	99551
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Alameda	CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND	747 52ND STREET, OAKLAND, 94609	4	6.0	75351
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Alameda	EDEN MEDICAL CENTER	20103 LAKE CHABOT ROAD, CASTRO VALLEY, 94546	1	6.0	87878
